nama_jurnal,url,sinta_grade,subject_area
JFMR (Journal of Fisheries and Marine Research),http://jfmr.ub.ac.id/index.php/jfmr,4,"Science, Agriculture, Social, Engineering"
J-MIND Jurnal Manajemen Indonesia,https://ojs.unimal.ac.id/jmi,4,"Economy, Science, Social"
Jurnal Komunikasi,https://journal.trunojoyo.ac.id/komunikasi,4,Science
Jurnal Konversi,https://jurnal.umj.ac.id/index.php/konversi,4,"Science, Engineering"
Jukung (Jurnal Teknik Lingkungan),https://ppjp.ulm.ac.id/journal/index.php/jukung,4,"Science, Agriculture, Social, Engineering"
Buletin Peternakan Tropis (Bulletin of Tropical Animal Science),https://ejournal.unib.ac.id/index.php/buletin_pt,4,"Science, Agriculture"
Jurnal Sumberdaya Hayati,http://journal.ipb.ac.id/index.php/sumberdayahayati/index,4,"Science, Agriculture"
Bisma: Jurnal Bisnis dan Manajemen,https://jurnal.unej.ac.id/index.php/BISMA,4,"Economy, Science, Education"
Jurnal Pena Sains: Jurnal Pendidikan Sains dan Sains Murni,http://journal.trunojoyo.ac.id/penasains/index,4,"Science, Education, Agriculture"
CAKRA KIMIA (Indonesian E-Journal of Applied Chemistry),https://ojs.unud.ac.id/index.php/cakra,4,"Science, Engineering"
Jurnal Neutrino : jurnal fisika dan aplikasinya,http://ejournal.uin-malang.ac.id/index.php/NEUTRINO/index,4,Science
Al-Abshar: Journal of Islamic Education Management,https://ejournal.staiduba.ac.id/index.php/alabshar,4,Science
Positif : Jurnal Sistem dan Teknologi Informasi,http://ejurnal.poliban.ac.id/index.php/Positif/index,4,Science
"CHIPSET (Journal on Computer Hardware, Signal Processing, Embedded System and Networking)",http://chipset.fti.unand.ac.id/index.php/chipset,4,"Science, Engineering"
GALENICAL : Jurnal Kedokteran dan Kesehatan Mahasiswa Malikussaleh,https://ojs.unimal.ac.id/galenical,4,"Health, Science, Education"
Inovasi: Jurnal Ilmiah Ilmu Manajemen,http://openjournal.unpam.ac.id/index.php/Inovasi/index,4,Science
PUBLIS (Publication Library and Information Science),http://journal.umpo.ac.id/index.php/PUBLIS/index,4,Science
Lembaran Publikasi Minyak dan Gas Bumi,https://journal.lemigas.esdm.go.id/index.php/LPMGB,4,Science
Journal Sampurasun : Interdisciplinary Studies for Cultural Heritage,http://journal.unpas.ac.id/index.php/sampurasun,4,"Humanities, Science, Education, Social, Engineering"
"JOINCS (Journal of Informatics, Network, and Computer Science)",https://joincs.umsida.ac.id/index.php/joincs,4,Science
